0,-450,-250,1,2,10,15,19,1,1
1,200,850,1,1,10,28,41,1,1
2,-300,200,1,2,10,18,28,1,1
3,150,900,1,1,10,27,42,1,1
4,-300,-250,1,2,10,18,19,1,1
5,-300,300,1,2,10,18,30,1,1
6,300,900,1,1,10,30,42,1,1
7,150,850,1,1,10,27,41,1,1
8,200,900,1,1,10,28,42,1,1
9,-450,-250,1,2,10,15,19,1,1
10,150,-250,1,1,10,27,19,1,1
11,-400,250,1,2,10,16,29,1,1
12,-300,200,1,2,10,18,28,1,1
13,300,850,1,1,10,30,41,1,1
14,100,850,1,1,10,26,41,1,1
15,100,950,1,1,10,26,43,1,1
16,150,900,1,1,10,27,42,1,1
17,200,850,1,1,10,28,41,1,1
18,200,950,1,1,10,28,43,1,1
19,-450,-250,1,2,10,15,19,1,1
20,-300,-250,1,2,10,18,19,1,1
21,150,-250,1,1,10,27,19,1,1
22,250,-250,1,1,10,29,19,1,1
23,-400,250,1,2,10,16,29,1,1
24,-300,300,1,2,10,18,30,1,1
25,-300,200,1,2,10,18,28,1,1
26,450,150,1,1,10,33,27,1,1
27,300,850,1,1,10,30,41,1,1
28,300,900,1,1,10,30,42,1,1
29,100,850,1,1,10,26,41,1,1
30,100,900,1,1,10,26,42,1,1
31,100,950,1,1,10,26,43,1,1
32,150,850,1,1,10,27,41,1,1
33,150,900,1,1,10,27,42,1,1
34,150,950,1,1,10,27,43,1,1
35,200,850,1,1,10,28,41,1,1
36,200,900,1,1,10,28,42,1,1
37,200,950,1,1,10,28,43,1,1
38,250,950,1,1,10,29,43,1,1
39,-350,350,1,1,10,17,31,3,1
40,50,200,1,1,10,25,28,3,1
41,-150,50,1,1,10,21,25,3,1
42,-350,50,1,1,10,17,25,3,1
43,450,-100,1,2,10,33,22,2,1
44,-400,-450,1,2,10,16,15,2,1
45,-650,-550,1,2,10,11,13,2,1
46,-800,-600,1,2,10,8,12,2,1
47,-1000,-450,1,2,10,4,15,0,1
48,-1000,-550,1,2,10,4,13,0,1
49,-1050,-550,1,2,10,3,13,0,1
50,-1100,-450,1,2,10,2,15,0,1
51,-1100,-350,1,2,10,2,17,0,1
52,-950,-450,1,2,10,5,15,0,1
53,-950,-650,1,2,10,5,11,0,1
54,-1150,-600,1,2,10,1,12,0,1
55,-850,-500,1,2,10,7,14,0,1
56,-1000,-300,1,2,10,4,18,0,1
57,400,450,1,1,10,32,33,3,1
58,600,450,1,1,10,36,33,1,1
59,800,-250,1,2,10,40,19,2,1
60,850,-250,1,2,10,41,19,2,1
61,900,-200,1,2,10,42,20,2,1
62,900,-150,1,2,10,42,21,2,1
63,800,-100,1,2,10,40,22,2,1
64,750,-200,1,2,10,39,20,2,1
