0,-300,-200,1,2,10,18,20,1,1
1,-300,-250,1,2,10,18,19,1,1
2,-250,-250,1,2,10,19,19,1,1
3,-250,-200,1,2,10,19,20,1,1
4,50,150,1,1,10,25,27,1,1
5,100,150,1,1,10,26,27,1,1
6,150,150,1,1,10,27,27,1,1
7,50,100,1,1,10,25,26,1,1
8,-400,650,1,2,10,16,37,2,1
9,-150,650,1,2,10,21,37,2,1
10,100,600,1,2,10,26,36,0,1
11,200,550,1,2,10,28,35,0,1
12,-50,550,1,2,10,23,35,0,1
13,-250,650,1,2,10,19,37,2,1
14,-300,550,1,2,10,18,35,2,1
15,-150,550,1,2,10,21,35,2,1
16,50,700,1,2,10,25,38,2,1
17,0,600,1,2,10,24,36,2,1
18,-150,0,1,1,10,21,24,3,1
19,0,-100,1,1,10,24,22,3,1
20,50,-200,1,1,10,25,20,3,1
21,150,-250,1,1,10,27,19,3,1
22,-100,-150,1,1,10,22,21,3,1
23,-150,-150,1,1,10,21,21,3,1
24,-150,-250,1,1,10,21,19,3,1
25,-250,-50,1,1,10,19,23,3,1
26,0,50,1,1,10,24,25,3,1
27,100,-50,1,1,10,26,23,3,1
28,-250,100,1,1,10,19,26,3,1
