0,-450,-250,1,2,10,15,19,0,1
1,-300,-250,1,2,10,18,19,2,1
2,150,-250,1,1,10,27,19,3,1
3,250,-250,1,1,10,29,19,1,1
4,-400,250,1,2,10,16,29,0,1
5,-300,300,1,2,10,18,30,2,1
6,-300,200,1,2,10,18,28,2,1
7,450,150,1,1,10,33,27,3,1
8,300,850,1,1,10,30,41,1,1
9,300,900,1,1,10,30,42,1,1
10,100,850,1,1,10,26,41,1,1
11,100,900,1,1,10,26,42,1,1
12,100,950,1,1,10,26,43,1,1
13,150,850,1,1,10,27,41,3,1
14,150,900,1,1,10,27,42,3,1
15,150,950,1,1,10,27,43,3,1
16,200,850,1,1,10,28,41,1,1
17,200,900,1,1,10,28,42,1,1
18,200,950,1,1,10,28,43,1,1
19,250,950,1,1,10,29,43,3,1

