0,-450,-250,1,2,10,15,19,1,0
1,200,850,1,1,10,28,41,1,0
2,-300,200,1,2,10,18,28,1,0
3,150,900,1,1,10,27,42,1,0
4,-300,-250,1,2,10,18,19,1,0
5,-300,300,1,2,10,18,30,1,0
6,300,900,1,1,10,30,42,1,0
7,150,850,1,1,10,27,41,1,0
8,200,900,1,1,10,28,42,1,0
9,-450,-250,1,2,10,15,19,1,0
10,150,-250,1,1,10,27,19,1,0
11,-400,250,1,2,10,16,29,1,0
12,-300,200,1,2,10,18,28,1,0
13,300,850,1,1,10,30,41,1,0
14,100,850,1,1,10,26,41,1,0
15,100,950,1,1,10,26,43,1,0
16,150,900,1,1,10,27,42,1,0
17,200,850,1,1,10,28,41,1,0
18,200,950,1,1,10,28,43,1,0
19,-450,-250,1,2,10,15,19,1,0
20,-300,-250,1,2,10,18,19,1,0
21,150,-250,1,1,10,27,19,1,0
22,250,-250,1,1,10,29,19,1,0
23,-400,250,1,2,10,16,29,1,0
24,-300,300,1,2,10,18,30,1,0
25,-300,200,1,2,10,18,28,1,0
26,450,150,1,1,10,33,27,1,0
27,300,850,1,1,10,30,41,1,0
28,300,900,1,1,10,30,42,1,0
29,100,850,1,1,10,26,41,1,0
30,100,900,1,1,10,26,42,1,0
31,100,950,1,1,10,26,43,1,0
32,150,850,1,1,10,27,41,1,0
33,150,900,1,1,10,27,42,1,0
34,150,950,1,1,10,27,43,1,0
35,200,850,1,1,10,28,41,1,0
36,200,900,1,1,10,28,42,1,0
37,200,950,1,1,10,28,43,1,0
38,250,950,1,1,10,29,43,1,0
