0,-200,0,1,1,10,20,24,1,1
1,350,50,1,1,10,31,25,3,1
2,150,-200,1,2,10,27,20,2,1
3,-300,-300,1,2,10,18,18,0,1
4,0,-100,1,1,10,24,22,3,1
5,200,-50,1,2,10,28,23,0,1
6,-150,-100,1,1,10,21,22,1,1
7,-50,-250,1,1,10,23,19,1,1
8,150,-300,1,1,10,27,18,1,1
9,-250,-250,1,1,10,19,19,1,1
10,-350,-100,1,1,10,17,22,1,1
11,-400,100,1,1,10,16,26,1,1
12,-100,150,1,1,10,22,27,1,1
13,-50,150,1,1,10,23,27,1,1
14,0,150,1,1,10,24,27,1,1
15,50,150,1,1,10,25,27,1,1
16,400,-100,1,1,10,32,22,3,1
17,350,-300,1,1,10,31,18,3,1
18,200,-200,1,1,10,28,20,3,1
19,200,-150,1,1,10,28,21,3,1
20,150,-50,1,1,10,27,23,3,1
21,-50,0,1,1,10,23,24,3,1
22,-50,-50,1,1,10,23,23,3,1
23,-200,-200,1,2,10,20,20,2,1
24,50,-350,1,2,10,25,17,2,1
25,100,-350,1,2,10,26,17,2,1
26,100,-300,1,2,10,26,18,2,1
27,50,-150,1,2,10,25,21,2,1
28,450,-350,1,2,10,33,17,2,1
29,-400,-300,1,2,10,16,18,0,1
30,-400,-250,1,2,10,16,19,0,1
31,-400,-200,1,2,10,16,20,0,1
32,-450,-200,1,2,10,15,20,0,1
33,-450,-150,1,2,10,15,21,0,1
34,-400,-150,1,2,10,16,21,0,1
35,-400,-100,1,2,10,16,22,0,1
36,-450,-50,1,2,10,15,23,0,1
37,-450,0,1,2,10,15,24,0,1
38,-100,0,1,1,10,22,24,3,1
39,-100,-100,1,1,10,22,22,3,1
40,-100,-250,1,1,10,22,19,3,1
41,-150,-350,1,1,10,21,17,3,1
42,-250,-350,1,1,10,19,17,3,1
43,-250,-300,1,1,10,19,18,3,1
44,-200,-300,1,1,10,20,18,3,1
45,-200,-250,1,1,10,20,19,3,1
46,-150,-250,1,1,10,21,19,3,1
47,200,100,1,2,10,28,26,2,1
48,250,50,1,2,10,29,25,2,1
49,300,-150,1,2,10,30,21,2,1
50,250,-350,1,2,10,29,17,2,1
51,250,-300,1,2,10,29,18,2,1
52,250,-200,1,2,10,29,20,2,1
53,250,-100,1,2,10,29,22,2,1
54,250,-50,1,2,10,29,23,2,1
55,150,50,1,2,10,27,25,2,1
56,100,-50,1,2,10,26,23,2,1
57,100,-100,1,2,10,26,22,2,1
