0,1400,900,1,1,10,52,42,3,1
1,1150,900,1,1,10,47,42,1,1
2,1150,900,1,1,10,47,42,1,1
3,1150,900,1,1,10,47,42,1,1
4,1150,900,1,1,10,47,42,1,1
5,1450,650,1,1,10,53,37,1,1
6,1450,650,1,1,10,53,37,1,1
7,1450,650,1,1,10,53,37,1,1
8,1450,650,1,1,10,53,37,1,1
9,1450,650,1,1,10,53,37,1,1
10,1450,650,1,1,10,53,37,1,1
11,1550,700,1,1,10,55,38,1,1
12,1550,700,1,1,10,55,38,1,1
13,1550,700,1,1,10,55,38,1,1
14,1550,700,1,1,10,55,38,1,1
15,1350,800,1,1,10,51,40,1,1
16,1350,800,1,1,10,51,40,1,1
17,1350,800,1,1,10,51,40,1,1
18,1350,800,1,1,10,51,40,1,1
19,1250,750,1,1,10,49,39,1,1
20,1250,750,1,1,10,49,39,1,1
21,1250,750,1,1,10,49,39,1,1
22,1250,750,1,1,10,49,39,1,1
23,1250,750,1,1,10,49,39,1,1
24,1450,850,1,1,10,53,41,3,1
25,1450,850,1,1,10,53,41,3,1
26,1400,700,1,1,10,52,38,3,1
27,1400,700,1,1,10,52,38,3,1
28,1400,700,1,1,10,52,38,3,1
29,1350,700,1,1,10,51,38,3,1
30,1350,700,1,1,10,51,38,3,1
31,1350,700,1,1,10,51,38,3,1
32,1350,700,1,1,10,51,38,3,1
33,1250,650,1,1,10,49,37,3,1
34,1250,650,1,1,10,49,37,3,1
35,1250,650,1,1,10,49,37,3,1
36,1250,650,1,1,10,49,37,3,1
37,1550,800,1,1,10,55,40,3,1
38,1550,800,1,1,10,55,40,3,1
39,1550,800,1,1,10,55,40,3,1
40,1500,800,1,1,10,54,40,3,1
41,1500,800,1,1,10,54,40,3,1
42,1500,800,1,1,10,54,40,3,1
43,1500,800,1,1,10,54,40,3,1
44,1300,900,1,1,10,50,42,1,1
45,1300,900,1,1,10,50,42,1,1
46,1300,900,1,1,10,50,42,1,1
47,1350,950,1,1,10,51,43,1,1
48,1350,950,1,1,10,51,43,1,1
49,1350,950,1,1,10,51,43,1,1
50,1350,950,1,1,10,51,43,1,1
51,1450,1000,1,1,10,53,44,1,1
52,1450,1000,1,1,10,53,44,1,1
53,1450,1000,1,1,10,53,44,1,1
54,1150,1050,1,1,10,47,45,1,1
55,1150,1050,1,1,10,47,45,1,1
56,1150,1050,1,1,10,47,45,1,1
57,1250,1000,1,1,10,49,44,1,1
58,1250,1000,1,1,10,49,44,1,1
59,1100,800,1,1,10,46,40,3,1
60,1100,800,1,1,10,46,40,3,1
61,1100,800,1,1,10,46,40,3,1
62,1100,800,1,1,10,46,40,3,1
63,1200,850,1,1,10,48,41,3,1
64,1200,850,1,1,10,48,41,3,1
65,1200,850,1,1,10,48,41,3,1
66,1200,850,1,1,10,48,41,3,1
67,1200,850,1,1,10,48,41,3,1
68,1350,650,1,1,10,51,37,3,1
69,1350,650,1,1,10,51,37,3,1
70,1350,650,1,1,10,51,37,3,1
71,1200,950,1,1,10,48,43,3,1
72,1200,950,1,1,10,48,43,3,1
73,1200,950,1,1,10,48,43,3,1
74,1200,950,1,1,10,48,43,3,1
75,900,400,1,2,10,42,32,0,1
76,900,400,1,2,10,42,32,0,1
77,950,500,1,2,10,43,34,0,1
78,950,500,1,2,10,43,34,0,1
79,950,500,1,2,10,43,34,0,1
80,1000,350,1,2,10,44,31,0,1
81,1000,350,1,2,10,44,31,0,1
82,1000,350,1,2,10,44,31,0,1
83,1000,350,1,2,10,44,31,0,1
84,900,300,1,2,10,42,30,0,1
85,900,300,1,2,10,42,30,0,1
86,900,300,1,2,10,42,30,0,1
87,900,300,1,2,10,42,30,0,1
88,800,450,1,2,10,40,33,2,1
89,800,450,1,2,10,40,33,2,1
90,800,450,1,2,10,40,33,2,1
91,800,450,1,2,10,40,33,2,1
92,750,300,1,2,10,39,30,2,1
93,750,300,1,2,10,39,30,2,1
94,750,300,1,2,10,39,30,2,1
95,750,300,1,2,10,39,30,2,1
96,1050,500,1,2,10,45,34,2,1
97,1050,500,1,2,10,45,34,2,1
98,1050,500,1,2,10,45,34,2,1
99,1050,500,1,2,10,45,34,2,1
100,1050,300,1,2,10,45,30,2,1
101,1050,300,1,2,10,45,30,2,1
102,1050,300,1,2,10,45,30,2,1
103,950,450,1,2,10,43,33,2,1
104,950,450,1,2,10,43,33,2,1
105,950,450,1,2,10,43,33,2,1
106,1050,450,1,2,10,45,33,2,1
107,1050,450,1,2,10,45,33,2,1
108,1050,350,1,2,10,45,31,2,1
109,1050,350,1,2,10,45,31,2,1
110,350,350,1,2,10,31,31,2,1
111,350,350,1,2,10,31,31,2,1
112,350,350,1,2,10,31,31,2,1
113,300,-400,1,2,10,30,16,2,1
114,300,-400,1,2,10,30,16,2,1
115,300,-400,1,2,10,30,16,2,1
116,300,-400,1,2,10,30,16,2,1
117,800,-700,1,2,10,40,10,2,1
118,800,-700,1,2,10,40,10,2,1
119,-250,850,1,2,10,19,41,0,1
120,-250,850,1,2,10,19,41,0,1
121,-250,850,1,2,10,19,41,0,1
122,-250,750,1,2,10,19,39,2,1
123,-250,750,1,2,10,19,39,2,1
124,-250,750,1,2,10,19,39,2,1
125,-100,700,1,2,10,22,38,2,1
126,-100,700,1,2,10,22,38,2,1
127,-100,700,1,2,10,22,38,2,1
128,-200,650,1,2,10,20,37,2,1
129,-200,650,1,2,10,20,37,2,1
130,-150,800,1,2,10,21,40,0,1
131,-150,800,1,2,10,21,40,0,1
132,-150,800,1,2,10,21,40,0,1
133,-50,750,1,2,10,23,39,0,1
134,-50,750,1,2,10,23,39,0,1
135,-50,700,1,2,10,23,38,0,1
136,-50,700,1,2,10,23,38,0,1
137,-50,700,1,2,10,23,38,0,1
138,-350,700,1,2,10,17,38,0,1
139,-350,700,1,2,10,17,38,0,1
140,-350,700,1,2,10,17,38,0,1
141,-400,900,1,2,10,16,42,0,1
142,-400,900,1,2,10,16,42,0,1
143,-400,900,1,2,10,16,42,0,1
144,1000,1600,1,1,10,44,56,3,1
145,1000,1600,1,1,10,44,56,3,1
146,1000,1600,1,1,10,44,56,3,1
147,750,1700,1,1,10,39,58,1,1
148,750,1700,1,1,10,39,58,1,1
149,1300,1500,1,1,10,50,54,1,1
150,1300,1500,1,1,10,50,54,1,1
151,850,1500,1,1,10,41,54,3,1
152,850,1500,1,1,10,41,54,3,1
153,1250,1600,1,1,10,49,56,3,1
154,1250,1600,1,1,10,49,56,3,1
155,1100,1450,1,1,10,46,53,1,1
156,1100,1450,1,1,10,46,53,1,1
157,1100,1450,1,1,10,46,53,1,1
158,-700,1150,1,1,10,10,47,1,1
159,-700,1150,1,1,10,10,47,1,1
160,-700,1150,1,1,10,10,47,1,1
161,-700,1150,1,1,10,10,47,1,1
162,-650,1650,1,2,10,11,57,2,1
163,-750,1600,1,2,10,9,56,0,1
164,-750,1600,1,2,10,9,56,0,1
165,-750,1600,1,2,10,9,56,0,1
166,-550,1650,1,2,10,13,57,0,1
167,-550,1650,1,2,10,13,57,0,1
168,-550,1650,1,2,10,13,57,0,1
169,-250,1400,1,2,10,19,52,0,1
170,-250,1400,1,2,10,19,52,0,1
171,-250,1400,1,2,10,19,52,0,1
172,-100,1600,1,2,10,22,56,0,1
173,-100,1600,1,2,10,22,56,0,1
174,-100,1600,1,2,10,22,56,0,1
175,-50,1600,1,2,10,23,56,0,1
176,0,1600,1,2,10,24,56,0,1
