0,-1150,-1150,1,1,10,1,1,3,1
1,-1050,-1050,1,1,10,3,3,1,1
2,-800,-1150,1,1,10,8,1,1,1
3,-400,-1200,1,1,10,16,0,1,1
4,-150,-800,1,2,10,21,8,2,1
5,350,-950,1,2,10,31,5,2,1
6,400,-950,1,2,10,32,5,2,1
7,650,-850,1,2,10,37,7,2,1
8,800,-800,1,2,10,40,8,2,1
9,1100,-750,1,2,10,46,9,2,1
10,1450,-1000,1,2,10,53,4,2,1
11,1200,-1200,1,2,10,48,0,2,1
12,1250,-450,1,2,10,49,15,0,1
13,1550,-650,1,2,10,55,11,0,1
14,650,-650,1,2,10,37,11,0,1
15,350,-550,1,2,10,31,13,0,1
16,-150,-650,1,2,10,21,11,0,1
17,-200,-650,1,2,10,20,11,0,1
18,-200,-200,1,1,10,20,20,3,1
19,-400,-200,1,1,10,16,20,3,1
20,350,-300,1,1,10,31,18,3,1
21,200,-1150,1,1,10,28,1,3,1
